company,jname,url
池州市天工预拌商品砂浆有限公司,搅拌楼操作员,/zhaopin/job_56803.html
池州市林乐建材销售有限公司,渠道部经理,/zhaopin/job_51173.html
安徽鸿叶集团有限公司,业务外贸员,/zhaopin/job_71768.html
安徽鸿叶集团有限公司,仓库管理员,/zhaopin/job_71767.html
安徽鸿叶集团有限公司,文员,/zhaopin/job_71624.html
安徽鸿叶集团有限公司,机修工,/zhaopin/job_71848.html
池州市捷途汽车销售服务有限公司,客户体验师,/zhaopin/job_71399.html
安徽成文财务管理咨询有限公司,审计助理,/zhaopin/job_71707.html
安徽成文财务管理咨询有限公司,制证会计,/zhaopin/job_56932.html
安徽成文财务管理咨询有限公司,外勤会计,/zhaopin/job_56498.html
安徽成文财务管理咨询有限公司,行政服务大厅接单员,/zhaopin/job_53590.html
安徽艾可蓝节能环保科技有限公司,行政专员,/zhaopin/job_71728.html
池州正建工程管理服务有限公司,总监,/zhaopin/job_56876.html
池州正建工程管理服务有限公司,总代,/zhaopin/job_24410.html
安徽省伟成润鑫投资咨询有限公司,信贷部长,/zhaopin/job_71649.html
领创网络,销售代表,/zhaopin/job_71669.html
学林教育,高中物理教师,/zhaopin/job_56413.html
学林教育,初中英语教师,/zhaopin/job_55883.html
池州居安房地产经纪有限公司,店长,/zhaopin/job_71479.html
池州居安房地产经纪有限公司,房产经纪人,/zhaopin/job_71480.html
池州居安房地产经纪有限公司,副总兼总管,/zhaopin/job_71481.html
池州居安房地产经纪有限公司,装修设计师 预算师或合伙人,/zhaopin/job_71801.html
泰康人寿池州分公司银保部,电话网络营销员,/zhaopin/job_26661.html
泰康人寿池州分公司银保部,讲师,/zhaopin/job_26663.html
池州华为授权体验店,销售精英,/zhaopin/job_71844.html
池州华为授权体验店,青阳县电信营业厅店长,/zhaopin/job_71846.html
池州华为授权体验店,青阳县电信营业厅手机销售经理,/zhaopin/job_71847.html
池州市林乐建材销售有限公司,装潢设计师5K-10K,/zhaopin/job_71467.html
池州市林乐建材销售有限公司,储备店长,/zhaopin/job_20020.html
安徽精实电子科技有限公司,质检员,/zhaopin/job_71637.html
安徽精实电子科技有限公司,生产文员,/zhaopin/job_71684.html
安徽精实电子科技有限公司,品管,/zhaopin/job_23491.html
安徽精实电子科技有限公司,仓库管理员,/zhaopin/job_11827.html
安徽精实电子科技有限公司,厂务设备工程师,/zhaopin/job_71635.html
安徽精实电子科技有限公司,废水处理技术员,/zhaopin/job_71679.html
安徽精实电子科技有限公司,阳极技术员,/zhaopin/job_71681.html
安徽精实电子科技有限公司,SQE,/zhaopin/job_71685.html
安徽精实电子科技有限公司,化验员,/zhaopin/job_71683.html
安徽精实电子科技有限公司,采购员,/zhaopin/job_71634.html
安徽精实电子科技有限公司,冲压修模技术员,/zhaopin/job_71589.html
安徽精实电子科技有限公司,包装技术员,/zhaopin/job_71682.html
安徽精实电子科技有限公司,物控,/zhaopin/job_71680.html
安徽精实电子科技有限公司,电镀技术员,/zhaopin/job_71636.html
安徽精实电子科技有限公司,行政文员,/zhaopin/job_71839.html
安徽省伟成润鑫投资咨询有限公司,信贷经理,/zhaopin/job_71650.html
美之然养生会所,美容师,/zhaopin/job_71690.html
美之然养生会所,美容学徒,/zhaopin/job_71691.html
池州市华奥汽车销售服务有限公司,销售顾问助理,/zhaopin/job_52756.html
池州市华奥汽车销售服务有限公司,展厅主管,/zhaopin/job_52758.html
池州市华奥汽车销售服务有限公司,服务顾问,/zhaopin/job_27913.html
池州市华奥汽车销售服务有限公司,高级维修技师,/zhaopin/job_50701.html
池州市华奥汽车销售服务有限公司,服务主管,/zhaopin/job_50763.html
池州市华奥汽车销售服务有限公司,服务经理,/zhaopin/job_53692.html
池州市华奥汽车销售服务有限公司,销售顾问,/zhaopin/job_27912.html
池州妍宝电子商务有限公司,销售代表,/zhaopin/job_71325.html
池州妍宝电子商务有限公司,高薪招销售精英,/zhaopin/job_71326.html
池州妍宝电子商务有限公司,高薪网络销售代表,/zhaopin/job_71330.html
领创网络,电话销售,/zhaopin/job_71670.html
安徽迈思特轴承有限公司,操作工,/zhaopin/job_28254.html
安徽迈思特轴承有限公司,勤杂工,/zhaopin/job_24116.html
安徽迈思特轴承有限公司,电子商务专员,/zhaopin/job_55271.html
安徽迈思特轴承有限公司,工程师,/zhaopin/job_25185.html
安徽迈思特轴承有限公司,外贸业务员,/zhaopin/job_15146.html
安徽迈思特轴承有限公司,机修工,/zhaopin/job_15151.html
安徽迈思特轴承有限公司,机电维修工,/zhaopin/job_15159.html
领创网络,游戏推广,/zhaopin/job_71667.html
领创网络,网络销售,/zhaopin/job_71668.html
池州妍宝电子商务有限公司,网络销售,/zhaopin/job_71324.html
安徽金泉池州工程造价咨询有限公司,造价师、造价员,/zhaopin/job_15801.html
安徽齐山房地产开发有限责任公司,商业运营经理,/zhaopin/job_56687.html
安徽齐山房地产开发有限责任公司,保安,/zhaopin/job_71465.html
安徽齐山房地产开发有限责任公司,水电工程师,/zhaopin/job_71706.html
池州市林乐建材销售有限公司,店面销售（店内导购）,/zhaopin/job_5175.html
安徽迈思特轴承有限公司,普工,/zhaopin/job_15152.html
池州市勇迅信息咨询有限公司,电话客服、销售,/zhaopin/job_71591.html
远博科技软件咨询服务中心,软件实施工程师,/zhaopin/job_71522.html
远博科技软件咨询服务中心,销售代表,/zhaopin/job_71521.html
远博科技软件咨询服务中心,销售顾问,/zhaopin/job_71523.html
江淮汽车销售服务有限公司,客服,/zhaopin/job_71806.html
江淮汽车销售服务有限公司,汽车销售顾问,/zhaopin/job_71805.html
小萌星主持培训中心,口才老师,/zhaopin/job_71446.html
安徽铭辉建筑工程有限公司,出纳,/zhaopin/job_71421.html
安徽铭辉建筑工程有限公司,造价师,/zhaopin/job_71471.html
安徽铭辉建筑工程有限公司,二级建造师（房建、市政、机电）,/zhaopin/job_71422.html
安徽海纳德气体设备有限公司,技术人员,/zhaopin/job_71510.html
哈弗汽车销售服务有限公司,钣金学徒,/zhaopin/job_71758.html
哈弗汽车销售服务有限公司,销售顾问,/zhaopin/job_71756.html
哈弗汽车销售服务有限公司,机修学徒,/zhaopin/job_71757.html
安徽省建生工程咨询有限公司,造价人员,/zhaopin/job_71640.html
捉鸭记特色餐厅,临时工,/zhaopin/job_71836.html
捉鸭记特色餐厅,兼职工,/zhaopin/job_71835.html
捉鸭记特色餐厅,切片工,/zhaopin/job_71834.html
捉鸭记特色餐厅,凉菜员,/zhaopin/job_71832.html
捉鸭记特色餐厅,水吧员,/zhaopin/job_71830.html
捉鸭记特色餐厅,收银员,/zhaopin/job_71831.html
捉鸭记特色餐厅,主管,/zhaopin/job_71825.html
捉鸭记特色餐厅,店长,/zhaopin/job_71823.html
捉鸭记特色餐厅,后厨打杂,/zhaopin/job_71828.html
捉鸭记特色餐厅,厨师学徒,/zhaopin/job_71827.html
捉鸭记特色餐厅,厨师,/zhaopin/job_71826.html
池州德特机电设备有限公司,行政专员,/zhaopin/job_56645.html
池州山立分子筛有限公司,工厂管理,/zhaopin/job_57216.html
安徽海纳德气体设备有限公司,电焊工,/zhaopin/job_71509.html
安徽省萝卜呗呗童装,客服,/zhaopin/job_71548.html
池州德特机电设备有限公司,技术员,/zhaopin/job_71837.html
池州德特机电设备有限公司,销售经理,/zhaopin/job_71838.html
安徽柯力电气制造有限公司,财务经理,/zhaopin/job_57154.html
飞安童电子商务有些公司,缝纫车工,/zhaopin/job_71789.html
池州山立分子筛有限公司,技术员,/zhaopin/job_53178.html
池州山立分子筛有限公司,普通操作工,/zhaopin/job_56760.html
池州宏腾汽车销售有限公司,销售代表,/zhaopin/job_71440.html
池州宏腾汽车销售有限公司,会计,/zhaopin/job_71516.html
尚好大药房连锁有限公司,门店营业员,/zhaopin/job_50619.html
尚好大药房连锁有限公司,营业员(中药学专业),/zhaopin/job_50768.html
池州汇德再生资源综合利用有限公司,操作工,/zhaopin/job_56041.html
池州汇德再生资源综合利用有限公司,主办会计,/zhaopin/job_54429.html
池州汇德再生资源综合利用有限公司,化工工艺工程师,/zhaopin/job_56037.html
池州汇德再生资源综合利用有限公司,设备电器管理员,/zhaopin/job_55002.html
池州汇德再生资源综合利用有限公司,化工设备技术员,/zhaopin/job_56039.html
安徽省萝卜呗呗童装,样衣工,/zhaopin/job_71549.html
安徽省萝卜呗呗童装,高薪诚聘美工,/zhaopin/job_71550.html
安徽省萝卜呗呗童装,缝纫机机修,/zhaopin/job_71579.html
安徽省萝卜呗呗童装,运营,/zhaopin/job_71547.html
龙美美容中心,美容师,/zhaopin/job_71577.html
龙美美容中心,护发师,/zhaopin/job_71363.html
龙美美容中心,美体师,/zhaopin/job_71364.html
池州联丰地板专卖店,前台接待,/zhaopin/job_71712.html
安徽柯力电气制造有限公司,自动化工程师,/zhaopin/job_57149.html
飞安童电子商务有些公司,缝纫组长,/zhaopin/job_71790.html
飞安童电子商务有些公司,美工,/zhaopin/job_71791.html
安徽尚亿民知识产权服务有限公司,知识产权专员,/zhaopin/job_71485.html
安徽天平税务师事务所,审计经理,/zhaopin/job_71451.html
安徽天平税务师事务所,审计主管/助理,/zhaopin/job_51683.html
安徽天平税务师事务所,房地产评估主管,/zhaopin/job_55810.html
池州市吉祥汽车销售服务有限公司,钣金中工,/zhaopin/job_71533.html
池州市吉祥汽车销售服务有限公司,钣金大工,/zhaopin/job_71534.html
池州市吉祥汽车销售服务有限公司,汽车销售顾问,/zhaopin/job_71540.html
池州市吉祥汽车销售服务有限公司,渠道经理（江铃）,/zhaopin/job_71556.html
池州市吉祥汽车销售服务有限公司,大客户经理（江铃）,/zhaopin/job_71555.html
安徽艾可蓝节能环保科技有限公司,机械工程师,/zhaopin/job_71417.html
九华股份缆车公司,电气、机械人员,/zhaopin/job_52647.html
安徽我爱我树网络科技有限公司,市场运营主管,/zhaopin/job_71735.html
安徽我爱我树网络科技有限公司,人事专员,/zhaopin/job_71738.html
安徽我爱我树网络科技有限公司,推广业务员,/zhaopin/job_71741.html
御秀软装墙布窗帘,店内导购（店面销售）,/zhaopin/job_71675.html
御秀软装墙布窗帘,市场经理,/zhaopin/job_71676.html
尚好大药房连锁有限公司,医师,/zhaopin/job_52974.html
尚好大药房连锁有限公司,店长,/zhaopin/job_51772.html
尚好大药房连锁有限公司,执业药师,/zhaopin/job_52600.html
尚好大药房连锁有限公司,市场销售推广,/zhaopin/job_54497.html
尚好大药房连锁有限公司,出纳,/zhaopin/job_51864.html
尚好大药房连锁有限公司,护士,/zhaopin/job_71698.html
安徽省萝卜呗呗童装,淘宝、天猫美工,/zhaopin/job_71630.html
安徽省萝卜呗呗童装,运营总监,/zhaopin/job_71544.html
安徽省萝卜呗呗童装,市场销售经理,/zhaopin/job_71631.html
安徽省萝卜呗呗童装,服装公司大烫,/zhaopin/job_71633.html
安徽省萝卜呗呗童装,天猫运营,/zhaopin/job_71770.html
安徽省萝卜呗呗童装,销售人员,/zhaopin/job_71545.html
安徽省萝卜呗呗童装,机修,/zhaopin/job_71546.html
池州汇德再生资源综合利用有限公司,设备维修工,/zhaopin/job_56040.html
池州汇德再生资源综合利用有限公司,环保技术员,/zhaopin/job_56598.html
池州汇德再生资源综合利用有限公司,化工、环保、危废处置工艺技术员,/zhaopin/job_56038.html
池州汇德再生资源综合利用有限公司,综合部文员,/zhaopin/job_56959.html
福泰动力有限公司,英语翻译（临时）,/zhaopin/job_71822.html
福泰动力有限公司,车工,/zhaopin/job_56848.html
福泰动力有限公司,采购部部长,/zhaopin/job_53431.html
福泰动力有限公司,主管会计,/zhaopin/job_55403.html
福泰动力有限公司,质量管理部部长,/zhaopin/job_53429.html
福泰动力有限公司,审计专员,/zhaopin/job_55401.html
池州天虹光电信息技术有限公司,学徒,/zhaopin/job_71800.html
池州天虹光电信息技术有限公司,技术员,/zhaopin/job_71816.html
小萌星主持培训中心,幼儿老师,/zhaopin/job_71416.html
小萌星主持培训中心,作文老师,/zhaopin/job_71445.html
池联科技公司,安装维修工程师,/zhaopin/job_71583.html
龙美美容中心,烧饭阿姨,/zhaopin/job_71365.html
龙美美容中心,市场部人员,/zhaopin/job_71817.html
龙美美容中心,美容,/zhaopin/job_71578.html
龙美美容中心,医美高级咨询师,/zhaopin/job_71597.html
龙美美容中心,市场经理,/zhaopin/job_71598.html
龙美美容中心,整形导医,/zhaopin/job_71599.html
龙美美容中心,前台,/zhaopin/job_71600.html
龙美美容中心,文案设计,/zhaopin/job_71601.html
龙美美容中心,网络咨询,/zhaopin/job_71603.html
龙美美容中心,行政管理,/zhaopin/job_71602.html
池州联丰地板专卖店,业务经理,/zhaopin/job_71714.html
池州联丰地板专卖店,导购,/zhaopin/job_71716.html
九华旅游大九华宾馆,客户经理,/zhaopin/job_71803.html
九华旅游大九华宾馆,餐厅收银员,/zhaopin/job_71819.html
九华旅游大九华宾馆,前台接待员,/zhaopin/job_71672.html
九华旅游大九华宾馆,客房卫生班,/zhaopin/job_71673.html
九华旅游大九华宾馆,洗碗工、PA,/zhaopin/job_71804.html
老城区炭火蛙锅,服务员,/zhaopin/job_71820.html
老城区炭火蛙锅,收银,/zhaopin/job_71542.html
老城区炭火蛙锅,传菜,/zhaopin/job_71543.html
老城区炭火蛙锅,服务员,/zhaopin/job_71560.html
飞安童电子商务有些公司,拼多多运营助理,/zhaopin/job_71807.html
飞安童电子商务有些公司,客服,/zhaopin/job_71781.html
飞安童电子商务有些公司,前台接待,/zhaopin/job_71782.html
安徽柯力电气制造有限公司,工艺工程师,/zhaopin/job_57151.html
安徽柯力电气制造有限公司,导线工程师,/zhaopin/job_57152.html
安徽柯力电气制造有限公司,信息化工程师,/zhaopin/job_57153.html
安徽柯力电气制造有限公司,质量经理,/zhaopin/job_57150.html
安徽柯力电气制造有限公司,生产经理,/zhaopin/job_57155.html
安徽柯力电气制造有限公司,普工,/zhaopin/job_57156.html
安徽柯力电气制造有限公司,计量员,/zhaopin/job_57173.html
捉鸭记特色餐厅,服务员,/zhaopin/job_71829.html
池联科技公司,计算机网络工程师,/zhaopin/job_71582.html
安庆泰亚鞋业有限公司,文员/助理/生管/仓管,/zhaopin/job_56897.html
池联科技公司,办公室人员,/zhaopin/job_71584.html
池联科技公司,办公室人员,/zhaopin/job_71585.html
池州元泉瑜伽养生会馆,瑜伽教练,/zhaopin/job_21997.html
池州元泉瑜伽养生会馆,销售顾问,/zhaopin/job_20362.html
池州元泉瑜伽养生会馆,前台接待,/zhaopin/job_23519.html
贵池区车爵仕汽车美容会所,洗车工,/zhaopin/job_71818.html
安徽我爱我树网络科技有限公司,客服,/zhaopin/job_71740.html
逆时光美容会所,带薪学徒,/zhaopin/job_71596.html
逆时光美容会所,美容美体师,/zhaopin/job_71594.html
池州联丰地板专卖店,市场业务员,/zhaopin/job_71715.html
飞安童电子商务有些公司,运营,/zhaopin/job_71783.html
飞安童电子商务有些公司,运营助理,/zhaopin/job_71784.html
飞安童电子商务有些公司,诚信通,/zhaopin/job_71785.html
飞安童电子商务有些公司,包装工（临时工）,/zhaopin/job_71786.html
飞安童电子商务有些公司,剪线头（临时工）,/zhaopin/job_71787.html
飞安童电子商务有些公司,质检,/zhaopin/job_71788.html
捉鸭记特色餐厅,洗碗工,/zhaopin/job_71833.html
捉鸭记特色餐厅,厨师长,/zhaopin/job_71824.html
池州市大胡子实业有限公司,驾驶员,/zhaopin/job_55442.html
池州蓝威科技发展有限公司,店面导购,/zhaopin/job_13878.html
池州蓝威科技发展有限公司,仓库管理员,/zhaopin/job_23471.html
池州蓝威科技发展有限公司,前台,/zhaopin/job_54615.html
池州山立分子筛有限公司,景观设计师,/zhaopin/job_71812.html
池州山立分子筛有限公司,急聘工艺员,/zhaopin/job_50166.html
池州山立分子筛有限公司,高薪诚聘机修,/zhaopin/job_51802.html
安庆泰亚鞋业有限公司,电工/机修/锅炉工,/zhaopin/job_56896.html
池州市九华明坤铝业有限公司,销售员,/zhaopin/job_27771.html
池州市九华明坤铝业有限公司,销售内勤,/zhaopin/job_53118.html
池州市九华明坤铝业有限公司,仓库管理员,/zhaopin/job_27662.html
池州市九华明坤铝业有限公司,会计,/zhaopin/job_27772.html
池州市九华明坤铝业有限公司,操作工,/zhaopin/job_27774.html
池州市九华明坤铝业有限公司,CNC操作工,/zhaopin/job_71315.html
池州市九华明坤铝业有限公司,质检员,/zhaopin/job_71316.html
池州志城房地产有限公司,置业顾问,/zhaopin/job_53480.html
池州市捷途汽车销售服务有限公司,行政主管,/zhaopin/job_71746.html
逆时光美容会所,美容顾问,/zhaopin/job_71595.html
池州蔚宇环保技术有限公司,实验室化验员,/zhaopin/job_71643.html
池州蔚宇环保技术有限公司,环保设备运营人员,/zhaopin/job_71642.html
安徽艾露恩生物科技有限公司,网络销售！,/zhaopin/job_55799.html
池州市大胡子实业有限公司,业务员,/zhaopin/job_56797.html
池州市拉钩供应链管理有限公司,分拣工,/zhaopin/job_57081.html
池州市拉钩供应链管理有限公司,客服人员,/zhaopin/job_57080.html
池州山立分子筛有限公司,过控员,/zhaopin/job_51806.html
池州山立分子筛有限公司,设备管理,/zhaopin/job_54146.html
池州市九华明坤铝业有限公司,机修工,/zhaopin/job_54520.html
池州市九华明坤铝业有限公司,绘图员,/zhaopin/job_71317.html
池州志城房地产有限公司,物业保安,/zhaopin/job_52680.html
池州志城房地产有限公司,销售助理,/zhaopin/job_56564.html
池州志城房地产有限公司,物管员,/zhaopin/job_71452.html
池州志城房地产有限公司,保 安,/zhaopin/job_71453.html
池州志城房地产有限公司,出纳,/zhaopin/job_71477.html
池州志城房地产有限公司,销售助理,/zhaopin/job_56987.html
池州志城房地产有限公司,烧饭阿姨,/zhaopin/job_57042.html
池州志城房地产有限公司,物业绿化护理工,/zhaopin/job_52516.html
池州志城房地产有限公司,平面设计,/zhaopin/job_55090.html
池州志城房地产有限公司,外场,/zhaopin/job_55785.html
池州志城房地产有限公司,物业水电工,/zhaopin/job_52628.html
池州志城房地产有限公司,物业管理,/zhaopin/job_56010.html
池州志城房地产有限公司,物管员,/zhaopin/job_56400.html
池州至尚规划建筑设计有限责任公司,建筑、方案设计师,/zhaopin/job_21898.html
池州至尚规划建筑设计有限责任公司,规划设计师,/zhaopin/job_21946.html
池州至尚规划建筑设计有限责任公司,市政、景观设计师,/zhaopin/job_22058.html
池州至尚规划建筑设计有限责任公司,装饰设计师,/zhaopin/job_57006.html
池州至尚规划建筑设计有限责任公司,电气设计工程师,/zhaopin/job_57007.html
安徽力成智能装备股份有限公司,机床调试技工,/zhaopin/job_71674.html
安徽力成智能装备股份有限公司,铣床、磨床,/zhaopin/job_12548.html
安徽力成智能装备股份有限公司,磨床、钻床,/zhaopin/job_13510.html
安徽力成智能装备股份有限公司,装配工,/zhaopin/job_52362.html
安徽力成智能装备股份有限公司,财务经理,/zhaopin/job_12743.html
池州市捷途汽车销售服务有限公司,销售经理,/zhaopin/job_71402.html
池州市捷途汽车销售服务有限公司,二网经理,/zhaopin/job_71632.html
池州市捷途汽车销售服务有限公司,市场经理,/zhaopin/job_71403.html
池州市兆丰招商运营代理有限公司,财务,/zhaopin/job_71629.html
鱼你在一起,收银员,/zhaopin/job_71648.html
鱼你在一起,勤杂工,/zhaopin/job_71653.html
贵池区车爵仕汽车美容会所,洗车工,/zhaopin/job_71766.html
贵池区车爵仕汽车美容会所,前台接待,/zhaopin/job_71724.html
贵池区车爵仕汽车美容会所,机修工,/zhaopin/job_71725.html
贵池区车爵仕汽车美容会所,汽车学徒,/zhaopin/job_71726.html
安徽金度洋（池州）机电科技有限公司,加工中心操作学徒工,/zhaopin/job_55717.html
安徽金度洋（池州）机电科技有限公司,质量检验员,/zhaopin/job_55743.html
安徽金度洋（池州）机电科技有限公司,加工中心操作员,/zhaopin/job_55716.html
池州招聘网(chizhoujob.,招聘顾问,/zhaopin/job_12194.html
池州招聘网(chizhoujob.,招聘顾问（销售岗位）,/zhaopin/job_1674.html
池州市拉钩供应链管理有限公司,驾驶员,/zhaopin/job_71765.html
池州市拉钩供应链管理有限公司,储备干部,/zhaopin/job_71448.html
安庆泰亚鞋业有限公司,品检员/质检员,/zhaopin/job_56895.html
池州志城房地产有限公司,办公室文员,/zhaopin/job_52481.html
欧普照明,安装工,/zhaopin/job_71530.html
欧普照明,导购,/zhaopin/job_71527.html
欧普照明,业务员,/zhaopin/job_71528.html
鱼你在一起,煮鱼师,/zhaopin/job_71753.html
池州市智睿金属制品有限公司,电焊工,/zhaopin/job_71764.html
池州市吉顺二手车经销有限公司,业务经理,/zhaopin/job_71762.html
池州巨成电子科技有限公司,操作工,/zhaopin/job_71368.html
池州巨成电子科技有限公司,品管员,/zhaopin/job_71369.html
池州巨成电子科技有限公司,技术员,/zhaopin/job_71370.html
池州巨成电子科技有限公司,工程文员,/zhaopin/job_71371.html
姥爷爷土钵菜馆,服务员,/zhaopin/job_71761.html
姥爷爷土钵菜馆,收银员,/zhaopin/job_71662.html
姥爷爷土钵菜馆,大堂经理,/zhaopin/job_71656.html
绿地集团池州置业有限公司,财务,/zhaopin/job_71733.html
池州市大胡子实业有限公司,普工,/zhaopin/job_55464.html
绿地集团池州置业有限公司,销售顾问,/zhaopin/job_71524.html
池州万卷书城,收银员、电脑操作员,/zhaopin/job_27411.html
池州万卷书城,理货员、导购员,/zhaopin/job_11042.html
池州市我爱我家房产经纪有限公司,置业顾问,/zhaopin/job_22147.html
池州市我爱我家房产经纪有限公司,门店经理,/zhaopin/job_22146.html
池州汉诺威机电设备科技有限公司,电工,/zhaopin/job_71627.html
头道汤养生坊,顾问,/zhaopin/job_57219.html
头道汤养生坊,头疗师,/zhaopin/job_57218.html
池州汉诺威机电设备科技有限公司,淘宝客服,/zhaopin/job_71730.html
水性科天,销售人员,/zhaopin/job_71372.html
水性科天,设计师,/zhaopin/job_71373.html
水性科天,售后服务人员,/zhaopin/job_71374.html
老铜匠卫浴,导购,/zhaopin/job_71400.html
